year,month,day,conferences
2025,05,13,"['International Conference on Oil, Gas and Petrochemistry (ICOGP)', 'International Conference on Education, Business, Humanities and Social Sciences (ICEBHS)', 'International Conference on Chemical, Agricultural, Biological and Environmental Sciences (ICCABES)', 'International Conference on Advanced Research in Management, Business and Finance (ICAMBF)', 'International Conference on Wireless Sensor Networks, Ubiquitous Computing and Applications (ICWUA)', 'International conference on Machine learning Big data management Cloud and Computing (ICMBDC)', 'International Conference on Science, Engineering & Technology (ICSET)', 'International conference on Applied Science Mathematics and Statistics (ICASMS)', 'International Conference on Chemical, Agricultural, Biological, Environment and Life Science (ICCABEL)', 'International Conference on Advances in Health and Medical Science (ICAHMS)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Robotics, Aeronautics, Mechanics and Mechatronics (ICRAMM)', 'International Conference on Medical, Pharmaceutical and Health Sciences (ICMPH)', 'International Conference on Nano science and Nanotechnology (IC2N)', 'International Conference on Physical Education and Sport Science (ICPESS)', 'World Conference on Applied Science Engineering and Technology (WCASET)']"
2025,05,14,"['International Conference on Accounting and Finance (ICAF)', 'International Conference on Recent Innovations in Engineering and Technology (ICRIET)', 'International Conference on Environment and Natural Science (ICENS)', 'International Conference on Education and E-Learning (ICEEL)', 'International Conference on Vehicular, Mobile and Wearable Technology (ICVMWT)', 'International Conference on Economics, Management and Social Study (ICEMSS)', 'International Conference on Science and Innovative Engineering (ICSIE)', 'International Conference on Chemical and Biochemical Engineering (ICCBE)', 'International Conference on Medical and Health Sciences (ICMHS)']"
2025,05,15,"['3rd International Conference on Neuroscience and Mental Health', 'International Conference on Pediatrics and Child Health', '3rd International Conference on Pediatrics and Healthcare', '3rd International Conference on Neurology and Mental Disorders']"
2025,05,18,['International Conference on Oral & Maxillofacial Pathology (ICOMP)']
2025,05,25,"['International Conference on Control system, power and electrical engineering (ICCSPEE)', 'International Conference on Big Data and Smart Computing (ICBDSC)', 'International Conference on E-Education, E-Business, E-Management and E-Learning (IC4E)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Big Data, Smart Computing and Computer Science (ICBDSCC)', 'International Conference on Advanced Research in Management, Business and Finance (ICAMBF)', 'International Research Conference on Arts, Commerce, and Business Management (IRCACBM)', 'International Conference on Advances in Health and Medical Science (ICAHMS)', 'International Conference on Astronomy, Astrophysics, Space Science (ICAASS)', 'International Conference on Mathematical, Physics, and Dynamics (ICMPD)', 'International Conference on Social Science, Language, Literature and Education (ICSSLLE)', 'International Conference on Medical and Health Sciences (ICMHS)', 'International Conference on Recent Advances in Science, Technology & Engineering (ICRASTE)', 'International Conference on Artificial Intelligence, Robots and Mechanical Engineering (ICAIRME)', 'International Conference on Virology and Immunology (ICVI)', 'International Conference on Software Engineering and Computer Science (ICSECS)', 'International Conference on Environment, Agriculture and Biotechnology (ICEABT)', 'International Conference on Recent Developments in Social Science and Business Management (ICRDSSBM)', 'International Conference on Leadership & Business Management (ICSSLBM)', 'World Conference on Applied Science Engineering and Technology (WCASET)']"
2025,05,26,"['International Conference on Medical & Health Science (ICMHS)', 'International Conference on Management, Economics & Social Science (ICMESS)', 'International conference on Law and Society (ICLS)', 'International Conference on Green Energy and Technology (ICGET)', 'International Conference on Science, Engineering & Technology (ICSET)', 'International Conference on Advanced Energy Materials and Research (ICAEMR)', 'International Conference on Environmental, Food, Agriculture and Bio-Technology (ICEFABT)', 'International Conference on Recent advancement in Medical Education, Nursing, and Health Sciences (ICRAMNH)', 'International Conference on Smart Technology, Electrical and Electronics Engineering (ICSTEEE)', 'International Conference on Business Management and Social Science (ICBMSS)', 'International Conference on Computer Science, Machine Learning and Artificial Intelligence (ICCSMLAI)', 'International Conference on Civil, Mechanical, Production and Industrial Engineering (ICMPIE)', 'International Conference on Robotics and Smart Manufacturing (ICROSMA)', 'International Conference on Internet of Things, Big Data Analytics and Information Technology (ICITBDIT)']"
2025,05,27,"['International Conference on Control system, power and electrical engineering (ICCSPEE)', 'International Conference on Big Data and Smart Computing (ICBDSC)', 'International Video Conference on Science Technology And Management (IVCSTM)', 'International Conference on E-Education, E-Business, E-Management and E-Learning (IC4E)', 'International Video Conference on Healthcare (IVCH)', 'International Virtual Conference on Internet of Things (IVCIT)', 'International Conference on Big Data, Smart Computing and Computer Science (ICBDSCC)', 'International Research Conference on Arts, Commerce, and Business Management (IRCACBM)', 'International Virtual Conference on Advanced Scientific Results (IVCASR)', 'International Conference on Astronomy, Astrophysics, Space Science (ICAASS)', 'International Conference on Medical, Healthcare, and Pharmaceutical Science (ICMHPS)', 'International Conference on Mathematical, Physics, and Dynamics (ICMPD)', 'International Conference on Smart Technology, Artificial Intelligence and Computer Engineering (ICSTAICE)', 'International Conference on Education, Learning and Humanities (ICELH)', 'International Conference on Business Management and Economics (ICBME)', 'International Virtual Conference on Environmental Science & Green Energy (IVCESGE)', 'International Conference on Social Science, Language, Literature and Education (ICSSLLE)', 'International Conference on Medical and Health Sciences (ICMHS)', 'International Conference on Environmental Science & Green Energy (ICESGE)', 'International Conference on Recent Advances in Science, Technology & Engineering (ICRASTE)', 'International Virtual Conference on Medical Biological and Pharmaceutical Science (IVCMBPS)', 'International Conference on Artificial Intelligence, Robots and Mechanical Engineering (ICAIRME)', 'International Conference on Virology and Immunology (ICVI)', 'International Conference on Nutrition & Health (ICNH)', 'International Conference on Oncolytic Virus Therapeutics (ICOVT)', 'International Conference on Advances in Science and Technology (ICAST)', 'International Virtual Conference on Covid-19 and Its Effect (IVCCE)', 'International Conference on Software Engineering and Computer Science (ICSECS)', 'International Video Conference on Clinical and Pharmaceutical Microbiology (IVCCPM)', 'International Conference on Environment, Agriculture and Biotechnology (ICEABT)', 'International Virtual Conference on Multidisciplinary Research (IVCMR)', 'International Conference on Recent Developments in Social Science and Business Management (ICRDSSBM)', 'International Conference on Leadership & Business Management (ICSSLBM)', 'International Video Conference on Creative Business for Smart and Sustainable Growth (IVCCBSSG)']"
2025,05,28,"['World Congress on Industrial Biotechnology (WCIB)', 'International Conference on Soil, Plant and Water Science (ICSPWS)', 'International Conference on Cell and Tissue Science (ICCTS)', 'International Conference on Chemical, Biological and Environmental Engineering (ICCBEE)', 'International Conference on Sustainable Water Management (ICSWM)', 'International Conference on Nano science and Nanotechnology (IC2N)']"
2025,05,31,"['International Conference on Agriculture, Forest, Food, Food Sciences and Technologies (ICAFFFST)']"
2025,06,01,"['International Conference On Mechanical and Aerospace Engineering (ICMAE)', 'International Conference on Civil and Environmental Engineering (ICCEE)', 'International Conference On Electrical and Electronics Engineering (ICEEE)', 'International Conference on Economics Finance and Accounting (ICEFA)', 'International Conference on Multidisciplinary Research & Practice (ICMRP)', 'International Conference on Behaviour Physiology and Genetics of Wildlife (ICBPGW)', 'International Conference On Pharma and Food (ICPAF)', 'International Conference on Sports Nutrition and Supplements (ICSNS)', 'International Conference on Human Rights (ICHR)', 'International Conference on Chemical and Biochemical Engineering (ICCBE)', 'International Conference on Science, Technology, Engineering and Management (ICSTEM)']"
2025,06,02,"['International Conference on Recent Advances in Science, Engineering and Technology (ICRASET)', 'International Conference on Medical Ethics and Professionalism (ICMEP)', 'International Conference on Wireless Sensor Networks, Ubiquitous Computing and Applications (ICWUA)', 'International Conference on Nursing Ethics and Medical Ethics (ICNEME)', 'International Conference on English Learning and Teaching (ICELT)', 'International Conference on Mathematics, Statistics and Applied Science (ICMSA)', 'International Conference on Geological and Environmental Sustainability (ICGES)', 'International Conference on Healthcare and Clinical Gerontology (ICHCG)', 'International Conference on Social Science, Arts, Business and Education (ICSABE)', 'International Conference on Global Business, Economics, Finance & Social Sciences (ICGEFS)', 'International Conference on Environment and Life Science (ICELS)', 'International Conference on Polymer Chemistry (ICPC)', 'International Conference on Finance, Bank & Economics (ICFBE)']"
2025,06,03,"['International Conference on Economics, Finance and Business Management (ICEFBM)', 'International Conference On Electrical and Electronics Engineering (ICEEE)', 'International Conference on Aerospace and Aerodynamics (ICAA)', 'World Conference on Science Engineering and Technology (WCSET)', 'World Conference on Pharma Industry and Medical Devices (WCPIMD)', 'International Conference on Research in Science, Engineering and Technology (ICRSET)', 'International Conference on Solar Power Technology (ICSPT)', 'International Conference on Sport Science and Physical Education (ICSSPE)', 'International Conference on Recent Advances in Computer Science and Information Technology (ICRACSIT)', 'International Conference on Virology (ICV)', 'International Conference on Business Management and Social Innovation (ICBMSI)', 'National Conference on Recent Advances in Science, Engineering, Technology and Management (NCRASETM)', 'International Conference on Environment and Life Science (ICELS)', 'International Conference on Recent Advances in Medical, Medicine and Health Sciences (ICRAMMHS)', 'International Conference on English Literature and Linguistics (ICELL)', 'International Conference on Forestry Food and Sustainable Agriculture (ICFFSA)', 'International Conference on Climate Change (ICCC)', 'International Conference on Mechanical & Production Engineering (ICMPE)', 'International Conference on Aquaculture and Fisheries Technology (ICAFT)', 'International Conference on Social Science, Arts and Humanities (ICSAH)']"
2025,06,04,"['International Conference on Recent Advances in Science, Engineering and Technology (ICRASET)', 'International Conference on Tourism Research and Hospitality (ICTRH)', 'International Conference on Networking, Communication and Computing Technology (ICNCCT)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Mechanical, Industrial and Production Engineering (ICMIPE)', 'International Conference on Electrochemistry, Material Science and Engineering (ICEMSE)', 'International Conference on Petroleum Engineering and Refinery (ICPER)', 'Global Business Summit (GBS)', 'International Conference on Nutrition and Food Science (ICNFS)', 'International Conference on Electrical, Electronics & Computer Science (ICEECS)', 'International Conference on Sport Economics & Sport Management (ICSESM)', 'International Conference on Advances in Business Management and Information Science (ICABMIS)', 'Global Conference on Pharma Industry and Medical Devices (GCPIMD)', 'International Conference on Library and Information Science (ICLIS)', 'World Conference on Applied Science, Engineering and Technology (WCASET)', 'International Conference on Green Energy and Environmental Technology (ICGEET)', 'International Conference on Social Science, Teaching and Learning (ICSSTL)', 'World Conference on Cyber Security and Ethical Hacking (WCCSEH)', 'International Conference on Biodiversity, Ecology and Climate Change (ICBECC)']"
2025,06,05,"['International Conference on Robotics, Communication Technology, Electronics, and Electrical Engineering (ICRRCTEEE)', 'International Conference on Humanities, Social Science and Business Management (ICHSSBM)', 'International Conference on Advances in Mechanical, Civil, and Construction Engineering (ICAMCCE)', 'International Conference on Big Data, IoT, Cyber Security and Information Technology (ICBDICSIT)', 'International Conference on Industrial, Production & Systems Engineering (ICIPSE)', 'International Conference on Advances in Mathematics, Physics and Applied Science (ICAMPA)', 'International Conference on Smart Technology, Artificial Intelligence and Computer Engineering (ICSTAICE)']"
2025,06,12,"['International Conference on Electrical Machines and Systems (ICEMS)', 'International Conference on Communication Engineering and Industrial Engineering (ICCEIE)', 'International Conference on Big Data and Smart Computing (ICBDSC)', 'International Conference on Electronics Circuits and Systems (ICECS)', 'International Conference on Electronics, Information, and Communication (ICEIC)', 'International conference on Electrical and Control Engineering (ICECE)', 'International Conference on Electrical, Electronics, Communication & Robotics Engineering (ICEECR)', 'International Conference on Electrochemistry (ICE)', 'International Conference on Advancements in Education Research & Development (ICAERD)']"
2025,06,13,"['International Conference on Oil, Gas and Petrochemistry (ICOGP)', 'International Conference on Education, Business, Humanities and Social Sciences (ICEBHS)', 'International Conference on Chemical, Agricultural, Biological and Environmental Sciences (ICCABES)', 'International Conference on Advanced Research in Management, Business and Finance (ICAMBF)', 'International Conference on Wireless Sensor Networks, Ubiquitous Computing and Applications (ICWUA)', 'International conference on Machine learning Big data management Cloud and Computing (ICMBDC)', 'International Conference on Science, Engineering & Technology (ICSET)', 'International conference on Applied Science Mathematics and Statistics (ICASMS)', 'International Conference on Chemical, Agricultural, Biological, Environment and Life Science (ICCABEL)', 'International Conference on Advances in Health and Medical Science (ICAHMS)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Robotics, Aeronautics, Mechanics and Mechatronics (ICRAMM)', 'International Conference on Medical, Pharmaceutical and Health Sciences (ICMPH)', 'International Conference on Nano science and Nanotechnology (IC2N)', 'International Conference on Physical Education and Sport Science (ICPESS)', 'World Conference on Applied Science Engineering and Technology (WCASET)']"
2025,06,14,"['International Conference on Medical & Health Science (ICMHS)', 'International Conference on Management, Economics & Social Science (ICMESS)', 'International conference on Law and Society (ICLS)', 'International Conference on Green Energy and Technology (ICGET)', 'International Conference on Science, Engineering & Technology (ICSET)', 'International Conference on Advanced Energy Materials and Research (ICAEMR)', 'International Conference on Robotics and Smart Manufacturing (ICROSMA)']"
2025,06,25,"['International Conference on Control system, power and electrical engineering (ICCSPEE)', 'International Conference on Big Data and Smart Computing (ICBDSC)', 'International Conference on E-Education, E-Business, E-Management and E-Learning (IC4E)', 'International Conference on Multidisciplinary Research (ICMR)', 'International Conference on Big Data, Smart Computing and Computer Science (ICBDSCC)', 'International Conference on Advanced Research in Management, Business and Finance (ICAMBF)', 'International Research Conference on Arts, Commerce, and Business Management (IRCACBM)', 'International Conference on Advances in Health and Medical Science (ICAHMS)', 'International Conference on Astronomy, Astrophysics, Space Science (ICAASS)', 'International Conference on Mathematical, Physics, and Dynamics (ICMPD)', 'International Conference on Social Science, Language, Literature and Education (ICSSLLE)', 'International Conference on Medical and Health Sciences (ICMHS)', 'International Conference on Recent Advances in Science, Technology & Engineering (ICRASTE)', 'International Conference on Artificial Intelligence, Robots and Mechanical Engineering (ICAIRME)', 'International Conference on Virology and Immunology (ICVI)', 'International Conference on Software Engineering and Computer Science (ICSECS)', 'International Conference on Environment, Agriculture and Biotechnology (ICEABT)', 'International Conference on Recent Developments in Social Science and Business Management (ICRDSSBM)', 'International Conference on Leadership & Business Management (ICSSLBM)', 'World Conference on Applied Science Engineering and Technology (WCASET)']"
2025,06,26,"['International Conference on Medical and Biosciences (ICMBS)', 'International Conference on Power Control and Embedded System (ICPCES)', 'International Conference on Internet of Things, Big Data Analytics and Information Technology (ICITBDIT)', 'International Conference on Arts, Education and Social Science (ICAES)', 'International Conference on Civil and Environmental Engineering (I2C2E)', 'International Conference on Chemical and Biochemical Engineering (ICCBE)', 'International Conference on Environmental, Food, Agriculture and Bio-Technology (ICEFABT)', 'International Conference on Economics and Finance Research (ICEFR)', 'International Conference on Business Management and Social Science (ICBMSS)', 'International Conference on Computer Science, Machine Learning and Artificial Intelligence (ICCSMLAI)', 'International Conference on Science, Technology, Engineering and Management (ICSTEM)', 'International Conference on Civil, Mechanical, Production and Industrial Engineering (ICMPIE)', 'International Conference on Recent advancement in Medical Education, Nursing, and Health Sciences (ICRAMNH)', 'International Conference on Applied Physics and Mathematics (ICAPM)', 'International Conference on Internet Technologies and Society (ICITS)', 'International Conference on Smart Technology, Electrical and Electronics Engineering (ICSTEEE)', 'International Conference on Communication and Signal Processing (ICCSP)']"
2025,06,27,"['International Conference on Control system, power and electrical engineering (ICCSPEE)', 'International Conference on Recent Advances in Science, Technology & Engineering (ICRASTE)', 'International Conference on Artificial Intelligence, Robots and Mechanical Engineering (ICAIRME)', 'International Conference on Environment, Agriculture and Biotechnology (ICEABT)', 'International Conference on Medical and Health Sciences (ICMHS)']"
